Merchant,Country,Location,Day,Local Time,Local Currency,Local Currency Transaction Value,Card Currency,Payment Amount,Margin Income F,Margin Income A
FinEdge,Spain,Seville,Sunday,18:00,EUR,311.28,AED,76.86,0.77,2.31
Transactly,Norway,Stavanger,Friday,3:00,NOK,154.01,AUD,93.34,0.93,2.8
Cashwave,Japan,Tokyo,Wednesday,9:00,JPY,137.16,AED,33.87,0.34,1.02
NeoCommerce,USA,Houston,Tuesday,8:00,USD,290.45,GBP,341.71,3.42,10.25
EuroLink,Canada,Montreal,Tuesday,12:00,CAD,23.97,EUR,23.97,0.24,0.72
SmartFunds,Spain,Seville,Tuesday,6:00,EUR,292.95,GBP,344.64,3.45,10.34
TradeNova,Thailand,Bangkok,Friday,11:00,THB,183.2,AUD,111.03,1.11,3.33
NovaPay,Malaysia,Ipoh,Saturday,6:00,MYR,196.19,EUR,196.19,1.96,5.89
BuyNet,Ireland,Dublin,Thursday,16:00,EUR,458.12,AED,113.12,1.13,3.39
FlexiPay,Italy,Venice,Monday,18:00,EUR,131.99,USD,119.99,1.2,3.6
MerchantX,Sweden,Stockholm,Thursday,13:00,SEK,131.16,GBP,154.3,1.54,4.63
AlphaPay,Italy,Turin,Friday,8:00,EUR,4311.89,AUD,2613.27,26.13,78.4
GlobalMart,India,Delhi,Monday,16:00,INR,381.08,EUR,381.08,3.81,11.43
PaySphere,Vietnam,Hanoi,Saturday,11:00,VND,480.25,AUD,291.06,2.91,8.73
QuickServe,Mexico,Puebla,Thursday,6:00,MXN,321.68,AUD,194.96,1.95,5.85
FinEdge,Netherlands,Rotterdam,Wednesday,13:00,EUR,358.46,GBP,421.72,4.22,12.65
Transactly,Singapore,Singapore,Monday,14:00,SGD,311.96,GBP,367.01,3.67,11.01
Cashwave,Mexico,Mexico City,Tuesday,3:00,MXN,367.05,AUD,222.45,2.22,6.67
NeoCommerce,Denmark,Aalborg,Sunday,15:00,DKK,194.79,EUR,194.79,1.95,5.84
EuroLink,Malaysia,Kuching,Saturday,22:00,MYR,494.37,GBP,581.61,5.82,17.45
SmartFunds,India,Ahmedabad,Wednesday,7:00,INR,153.01,AUD,92.73,0.93,2.78
TradeNova,Mexico,Tijuana,Monday,16:00,MXN,137.01,AED,33.83,0.34,1.01
NovaPay,UK,Glasgow,Thursday,18:00,GBP,215.88,AUD,130.83,1.31,3.92
BuyNet,Australia,Newcastle,Monday,12:00,AUD,424.21,USD,385.65,3.86,11.57
FlexiPay,Japan,Osaka,Thursday,7:00,JPY,285.9,AED,70.59,0.71,2.12
MerchantX,Australia,Melbourne,Monday,23:00,AUD,290.49,AED,71.73,0.72,2.15
AlphaPay,Switzerland,Bern,Friday,20:00,CHF,236.72,GBP,278.49,2.78,8.35
GlobalMart,Mexico,Mexico City,Monday,11:00,MXN,263.56,GBP,310.08,3.1,9.3
PaySphere,Australia,Perth,Friday,9:00,AUD,304.26,GBP,357.95,3.58,10.74
AlphaPay,UK,Sheffield,Monday,7:00,GBP,13.66,USD,12.42,0.12,0.37
GlobalMart,Norway,Tromsø,Friday,17:00,NOK,68.85,AUD,41.73,0.42,1.25
PaySphere,Australia,Darwin,Wednesday,11:00,AUD,236.15,USD,214.68,2.15,6.44
QuickServe,Germany,Cologne,Tuesday,9:00,EUR,453.38,AUD,274.78,2.75,8.24
FinEdge,Canada,London,Thursday,22:00,CAD,184.59,AED,45.58,0.46,1.37
Transactly,India,Delhi,Thursday,15:00,INR,23.4,GBP,27.53,0.28,0.83
Cashwave,Japan,Tokyo,Friday,10:00,JPY,351,EUR,351,3.51,10.53
NeoCommerce,Vietnam,Can Tho,Thursday,4:00,VND,214.87,AED,53.05,0.53,1.59
EuroLink,Sweden,Gothenburg,Sunday,7:00,SEK,77.11,AED,19.04,0.19,0.57
SmartFunds,France,Paris,Monday,9:00,EUR,161.13,USD,146.48,1.46,4.39
TradeNova,France,Nantes,Thursday,13:00,EUR,146.3,AED,36.12,0.36,1.08
NovaPay,Brazil,Salvador,Wednesday,2:00,BRL,339.09,AED,83.73,0.84,2.51
BuyNet,UK,Leeds,Friday,15:00,GBP,181.32,AUD,109.89,1.1,3.3
FlexiPay,Singapore,Singapore,Tuesday,18:00,SGD,386.16,USD,351.05,3.51,10.53
MerchantX,Vietnam,Can Tho,Wednesday,11:00,VND,180.31,GBP,212.12,2.12,6.36
AlphaPay,Norway,Bergen,Thursday,20:00,NOK,487.98,USD,443.62,4.44,13.31
GlobalMart,Ireland,Limerick,Monday,7:00,EUR,242.99,USD,220.9,2.21,6.63
PaySphere,Germany,Stuttgart,Tuesday,17:00,EUR,313.96,AED,77.52,0.78,2.33
QuickServe,China,Shanghai,Thursday,10:00,CNY,131.61,GBP,154.84,1.55,4.65
FinEdge,Sweden,Uppsala,Tuesday,20:00,SEK,22.99,AUD,13.93,0.14,0.42
Transactly,Netherlands,Groningen,Thursday,12:00,EUR,256.48,AUD,155.44,1.55,4.66
Cashwave,USA,Los Angeles,Wednesday,22:00,USD,297.91,GBP,350.48,3.5,10.51
NeoCommerce,Vietnam,Da Nang,Wednesday,4:00,VND,129.54,GBP,152.4,1.52,4.57
EuroLink,Netherlands,Amsterdam,Tuesday,7:00,EUR,434.64,AUD,263.42,2.63,7.9
SmartFunds,Netherlands,Groningen,Sunday,16:00,EUR,283.33,GBP,333.33,3.33,10
TradeNova,Japan,Tokyo,Thursday,23:00,JPY,222.56,GBP,261.83,2.62,7.85
NovaPay,France,Marseille,Friday,18:00,EUR,289.8,GBP,340.94,3.41,10.23
BuyNet,India,Ahmedabad,Thursday,8:00,INR,342.03,GBP,402.39,4.02,12.07
FlexiPay,Thailand,Phuket,Saturday,21:00,THB,1187.76,AUD,719.85,7.2,21.6
MerchantX,Switzerland,Geneva,Monday,17:00,CHF,88.62,AED,21.88,0.22,0.66
AlphaPay,India,Bangalore,Tuesday,10:00,INR,249.31,GBP,293.31,2.93,8.8
GlobalMart,Ireland,Waterford,Tuesday,12:00,EUR,213.56,USD,194.15,1.94,5.82
PaySphere,Italy,Genoa,Friday,8:00,EUR,2038.72,USD,1853.38,18.53,55.6
QuickServe,Vietnam,Da Nang,Friday,19:00,VND,250.6,EUR,250.6,2.51,7.52
FinEdge,Brazil,Salvador,Tuesday,2:00,BRL,284.32,EUR,284.32,2.84,8.53
Transactly,Netherlands,Tilburg,Thursday,20:00,EUR,472.69,USD,429.72,4.3,12.89
Cashwave,China,Shenzhen,Wednesday,10:00,CNY,37.89,USD,34.44,0.34,1.03
NeoCommerce,France,Paris,Thursday,16:00,EUR,243.74,GBP,286.75,2.87,8.6
EuroLink,Mexico,Guadalajara,Thursday,19:00,MXN,93.78,AUD,56.84,0.57,1.71
SmartFunds,Brazil,São Paulo,Friday,19:00,BRL,180.11,AED,44.47,0.44,1.33
TradeNova,Sweden,Stockholm,Friday,16:00,SEK,123.67,AED,30.53,0.31,0.92
NovaPay,Mexico,Puebla,Thursday,6:00,MXN,463.98,GBP,545.86,5.46,16.38
BuyNet,Mexico,Puebla,Tuesday,10:00,MXN,155.24,GBP,182.63,1.83,5.48
FlexiPay,Sweden,Västerås,Saturday,11:00,SEK,435.78,USD,396.17,3.96,11.89
MerchantX,France,Nantes,Sunday,13:00,EUR,379.51,AUD,230,2.3,6.9
AlphaPay,France,Nice,Monday,7:00,EUR,439.77,USD,399.79,4,11.99
GlobalMart,Norway,Stavanger,Friday,15:00,NOK,307.93,AED,76.03,0.76,2.28
PaySphere,Malaysia,Johor Bahru,Tuesday,6:00,MYR,393.48,GBP,462.91,4.63,13.89
QuickServe,Mexico,Puebla,Wednesday,13:00,MXN,4778.33,AUD,2895.96,28.96,86.88
FinEdge,Thailand,Bangkok,Wednesday,16:00,THB,145.79,USD,132.54,1.33,3.98
Transactly,Malaysia,Kuala Lumpur,Sunday,16:00,MYR,185.11,EUR,185.11,1.85,5.55
Cashwave,Brazil,Brasilia,Thursday,13:00,BRL,168.25,EUR,168.25,1.68,5.05
NeoCommerce,Japan,Fukuoka,Monday,12:00,JPY,738.26,GBP,868.54,8.69,26.06
EuroLink,France,Marseille,Friday,20:00,EUR,103.57,GBP,121.85,1.22,3.66
SmartFunds,Japan,Nagoya,Saturday,8:00,JPY,154.62,USD,140.57,1.41,4.22
TradeNova,Italy,Naples,Tuesday,6:00,EUR,499.39,AUD,302.66,3.03,9.08
NovaPay,Mexico,Puebla,Saturday,15:00,MXN,367.71,GBP,432.6,4.33,12.98
BuyNet,Japan,Sapporo,Saturday,14:00,JPY,168.34,AUD,102.03,1.02,3.06
FlexiPay,France,Strasbourg,Monday,6:00,EUR,438.98,USD,399.07,3.99,11.97
MerchantX,Singapore,Singapore,Friday,10:00,SGD,1639.23,GBP,1928.5,19.28,57.86
AlphaPay,India,Ahmedabad,Thursday,13:00,INR,341.84,EUR,341.84,3.42,10.26
GlobalMart,Ireland,Limerick,Friday,20:00,EUR,3009.72,AUD,1824.07,18.24,54.72
PaySphere,Brazil,Fortaleza,Friday,15:00,BRL,434.1,AED,107.19,1.07,3.22
QuickServe,India,Hyderabad,Saturday,23:00,INR,226.02,EUR,226.02,2.26,6.78
FinEdge,Mexico,Monterrey,Saturday,15:00,MXN,480.2,USD,436.55,4.37,13.1
Transactly,South Africa,Johannesburg,Tuesday,10:00,ZAR,211.42,AED,52.2,0.52,1.57
Cashwave,Italy,Milan,Saturday,1:00,EUR,134.45,GBP,158.17,1.58,4.75
NeoCommerce,Vietnam,Da Nang,Thursday,12:00,VND,234.22,EUR,234.22,2.34,7.03
EuroLink,Australia,Gold Coast,Thursday,18:00,AUD,2214.57,GBP,2605.38,26.05,78.16
SmartFunds,South Africa,Cape Town,Wednesday,22:00,ZAR,370.03,AUD,224.26,2.24,6.73
TradeNova,Canada,Vancouver,Thursday,15:00,CAD,213.11,EUR,213.11,2.13,6.39
NovaPay,Switzerland,Lausanne,Saturday,14:00,CHF,123.98,EUR,123.98,1.24,3.72
BuyNet,Australia,Perth,Thursday,11:00,AUD,14.2,USD,12.91,0.13,0.39
FlexiPay,UAE,Ajman,Tuesday,13:00,AED,38.33,GBP,45.09,0.45,1.35
MerchantX,India,Bangalore,Monday,11:00,INR,404.27,AED,99.82,1,2.99
AlphaPay,Vietnam,Can Tho,Saturday,9:00,VND,171.94,GBP,202.29,2.02,6.07
GlobalMart,Vietnam,Hai Phong,Monday,4:00,VND,3628.11,GBP,4268.36,42.68,128.05
PaySphere,USA,Los Angeles,Thursday,20:00,USD,473.8,AED,116.99,1.17,3.51
AlphaPay,Mexico,Monterrey,Thursday,7:00,MXN,378.32,AUD,229.28,2.29,6.88
GlobalMart,Singapore,Singapore,Saturday,22:00,SGD,170.01,EUR,170.01,1.7,5.1
PaySphere,Singapore,Singapore,Tuesday,10:00,SGD,140.53,USD,127.75,1.28,3.83
QuickServe,Australia,Gold Coast,Monday,13:00,AUD,330.05,EUR,330.05,3.3,9.9
FinEdge,France,Toulouse,Sunday,20:00,EUR,47.53,GBP,55.92,0.56,1.68
Transactly,Switzerland,Geneva,Saturday,9:00,CHF,212.15,GBP,249.59,2.5,7.49
Cashwave,Spain,Zaragoza,Tuesday,13:00,EUR,178.58,AED,44.09,0.44,1.32
NeoCommerce,Sweden,Uppsala,Saturday,0:00,SEK,446.34,GBP,525.11,5.25,15.75
EuroLink,France,Marseille,Saturday,13:00,EUR,75.78,AUD,45.93,0.46,1.38
SmartFunds,UAE,Al Ain,Thursday,16:00,AED,108.88,GBP,128.09,1.28,3.84
TradeNova,Brazil,Fortaleza,Thursday,19:00,BRL,3437.51,GBP,4044.12,40.44,121.32
NovaPay,India,Bangalore,Thursday,11:00,INR,158.18,EUR,158.18,1.58,4.75
BuyNet,Thailand,Chiang Mai,Monday,22:00,THB,497.24,USD,452.04,4.52,13.56
FlexiPay,Netherlands,Groningen,Thursday,22:00,EUR,13.65,USD,12.41,0.12,0.37
MerchantX,Australia,Brisbane,Wednesday,2:00,AUD,436.85,GBP,513.94,5.14,15.42
AlphaPay,USA,Phoenix,Thursday,20:00,USD,265.88,AED,65.65,0.66,1.97
GlobalMart,China,Chengdu,Wednesday,6:00,CNY,18.47,GBP,21.73,0.22,0.65
PaySphere,Norway,Trondheim,Thursday,21:00,NOK,255.68,AUD,154.95,1.55,4.65
QuickServe,China,Shanghai,Monday,12:00,CNY,152.65,AED,37.69,0.38,1.13
FinEdge,Vietnam,Hanoi,Thursday,9:00,VND,283.93,GBP,334.03,3.34,10.02
Transactly,Singapore,Singapore,Monday,6:00,SGD,4.66,USD,4.23,0.04,0.13
Cashwave,Canada,Ottawa,Thursday,9:00,CAD,314.38,AUD,190.53,1.91,5.72
NeoCommerce,Switzerland,Bern,Tuesday,1:00,CHF,156.7,GBP,184.35,1.84,5.53
EuroLink,Netherlands,Utrecht,Saturday,8:00,EUR,3306.89,AED,816.52,8.17,24.5
SmartFunds,Singapore,Singapore,Friday,9:00,SGD,299.99,AUD,181.81,1.82,5.45
TradeNova,Australia,Melbourne,Friday,17:00,AUD,490.72,GBP,577.32,5.77,17.32
NovaPay,Denmark,Aarhus,Tuesday,8:00,DKK,7.15,USD,6.5,0.06,0.2
BuyNet,UAE,Ajman,Wednesday,22:00,AED,4648.69,AUD,2817.38,28.17,84.52
FlexiPay,Brazil,Fortaleza,Thursday,7:00,BRL,29.11,USD,26.46,0.26,0.79
MerchantX,Singapore,Singapore,Monday,15:00,SGD,419.75,EUR,419.75,4.2,12.59
AlphaPay,Mexico,Puebla,Saturday,6:00,MXN,236.16,GBP,277.83,2.78,8.33
GlobalMart,Australia,Canberra,Friday,19:00,AUD,147.73,USD,134.3,1.34,4.03
PaySphere,Vietnam,Can Tho,Thursday,17:00,VND,101.54,AUD,61.54,0.62,1.85
QuickServe,Spain,Valencia,Saturday,7:00,EUR,232.49,AED,57.41,0.57,1.72
FinEdge,Canada,Winnipeg,Wednesday,18:00,CAD,359.63,GBP,423.1,4.23,12.69
Transactly,Switzerland,Zurich,Tuesday,8:00,CHF,374.54,EUR,374.54,3.75,11.24
Cashwave,Norway,Oslo,Wednesday,17:00,NOK,84.39,GBP,99.28,0.99,2.98
NeoCommerce,Netherlands,Utrecht,Sunday,6:00,EUR,63.84,AUD,38.69,0.39,1.16
EuroLink,Spain,Murcia,Friday,11:00,EUR,418.73,AED,103.39,1.03,3.1
SmartFunds,China,Beijing,Saturday,11:00,CNY,933.11,GBP,1097.77,10.98,32.93
TradeNova,Mexico,Guadalajara,Monday,8:00,MXN,320.11,GBP,376.6,3.77,11.3
NovaPay,Germany,Stuttgart,Thursday,15:00,EUR,4895.76,GBP,5759.72,57.6,172.79
BuyNet,China,Beijing,Friday,15:00,CNY,273.44,USD,248.58,2.49,7.46
FlexiPay,UK,Sheffield,Tuesday,12:00,GBP,433.27,EUR,433.27,4.33,13
MerchantX,Malaysia,Kuala Lumpur,Monday,11:00,MYR,353.79,USD,321.63,3.22,9.65
AlphaPay,Thailand,Bangkok,Wednesday,23:00,THB,2460.27,AED,607.48,6.07,18.22
GlobalMart,UK,Cardiff,Friday,21:00,GBP,352.77,AUD,213.8,2.14,6.41
PaySphere,China,Shanghai,Saturday,13:00,CNY,433.12,EUR,433.12,4.33,12.99
QuickServe,Thailand,Hat Yai,Wednesday,6:00,THB,139.71,GBP,164.36,1.64,4.93
FinEdge,Canada,Quebec City,Saturday,9:00,CAD,819.97,USD,745.43,7.45,22.36
Transactly,Brazil,São Paulo,Wednesday,23:00,BRL,28.4,AUD,17.21,0.17,0.52
Cashwave,UAE,Ajman,Wednesday,9:00,AED,386.98,AUD,234.53,2.35,7.04
NeoCommerce,China,Beijing,Monday,15:00,CNY,305.53,AUD,185.17,1.85,5.56
EuroLink,Australia,Brisbane,Monday,11:00,AUD,413.97,GBP,487.03,4.87,14.61
SmartFunds,Mexico,Monterrey,Wednesday,13:00,MXN,146.44,AUD,88.75,0.89,2.66
TradeNova,China,Shanghai,Saturday,8:00,CNY,182.83,EUR,182.83,1.83,5.48
NovaPay,Germany,Hamburg,Saturday,7:00,EUR,309.69,GBP,364.34,3.64,10.93
BuyNet,Singapore,Singapore,Tuesday,22:00,SGD,353.62,GBP,416.02,4.16,12.48
FlexiPay,South Africa,Cape Town,Saturday,11:00,ZAR,175.32,AUD,106.25,1.06,3.19
MerchantX,UAE,Dubai,Tuesday,5:00,AED,244.78,EUR,244.78,2.45,7.34
AlphaPay,China,Beijing,Wednesday,13:00,CNY,488.65,AUD,296.15,2.96,8.88
GlobalMart,Brazil,Salvador,Friday,18:00,BRL,171.23,AED,42.28,0.42,1.27
PaySphere,Netherlands,Rotterdam,Tuesday,14:00,EUR,397.14,USD,361.04,3.61,10.83
QuickServe,Spain,Murcia,Monday,17:00,EUR,1119.97,USD,1018.16,10.18,30.54
FinEdge,Brazil,Rio de Janeiro,Friday,5:00,BRL,374.24,EUR,374.24,3.74,11.23
Transactly,Japan,Nagoya,Tuesday,23:00,JPY,406.08,USD,369.16,3.69,11.07
Cashwave,Japan,Fukuoka,Tuesday,1:00,JPY,130.72,EUR,130.72,1.31,3.92
NeoCommerce,Netherlands,Nijmegen,Wednesday,6:00,EUR,413.19,USD,375.62,3.76,11.27
EuroLink,Japan,Nagoya,Friday,1:00,JPY,256,GBP,301.17,3.01,9.04
SmartFunds,Brazil,São Paulo,Friday,23:00,BRL,148.98,USD,135.44,1.35,4.06
TradeNova,Singapore,Singapore,Friday,19:00,SGD,48.84,GBP,57.46,0.57,1.72
NovaPay,Mexico,Mexico City,Sunday,18:00,MXN,134.5,EUR,134.5,1.34,4.04
BuyNet,South Africa,Johannesburg,Thursday,5:00,ZAR,178.1,EUR,178.1,1.78,5.34
FlexiPay,UK,Manchester,Sunday,4:00,GBP,80.87,AED,19.97,0.2,0.6
MerchantX,Italy,Verona,Friday,8:00,EUR,246.42,USD,224.02,2.24,6.72
AlphaPay,Denmark,Aalborg,Thursday,16:00,DKK,263.33,GBP,309.79,3.1,9.29
GlobalMart,Australia,Perth,Thursday,9:00,AUD,429.57,USD,390.52,3.91,11.72
PaySphere,Switzerland,Basel,Monday,11:00,CHF,132.76,GBP,156.19,1.56,4.69
AlphaPay,China,Shenzhen,Wednesday,10:00,CNY,430.54,GBP,506.52,5.07,15.2
GlobalMart,Japan,Fukuoka,Friday,12:00,JPY,8.54,USD,7.77,0.08,0.23
PaySphere,Germany,Munich,Wednesday,3:00,EUR,208.05,USD,189.14,1.89,5.67
QuickServe,South Africa,Cape Town,Monday,5:00,ZAR,8.14,EUR,8.14,0.08,0.24
FinEdge,Mexico,Mexico City,Monday,12:00,MXN,98.44,AUD,59.66,0.6,1.79
Transactly,Norway,Trondheim,Saturday,21:00,NOK,497.88,GBP,585.74,5.86,17.57
Cashwave,Mexico,Monterrey,Saturday,7:00,MXN,142.01,AUD,86.07,0.86,2.58
NeoCommerce,Mexico,Guadalajara,Monday,21:00,MXN,317.89,AED,78.49,0.78,2.35
EuroLink,South Africa,Johannesburg,Friday,16:00,ZAR,412.54,AED,101.86,1.02,3.06
SmartFunds,Italy,Bologna,Friday,15:00,EUR,239.05,AED,59.02,0.59,1.77
TradeNova,Switzerland,Zurich,Wednesday,9:00,CHF,367.36,EUR,367.36,3.67,11.02
NovaPay,Thailand,Chiang Mai,Saturday,20:00,THB,160.81,GBP,189.19,1.89,5.68
BuyNet,Malaysia,Johor Bahru,Tuesday,20:00,MYR,237.63,GBP,279.57,2.8,8.39
FlexiPay,Vietnam,Hanoi,Friday,18:00,VND,176.82,GBP,208.03,2.08,6.24
MerchantX,Mexico,Guadalajara,Wednesday,5:00,MXN,169.52,GBP,199.43,1.99,5.98
AlphaPay,UK,Sheffield,Saturday,23:00,GBP,98.35,AED,24.28,0.24,0.73
GlobalMart,Italy,Venice,Monday,22:00,EUR,245.68,AED,60.66,0.61,1.82
PaySphere,Norway,Bergen,Saturday,14:00,NOK,255.8,AUD,155.03,1.55,4.65
QuickServe,Brazil,São Paulo,Saturday,21:00,BRL,9.74,AUD,5.91,0.06,0.18
FinEdge,USA,Houston,Sunday,13:00,USD,394.54,EUR,394.54,3.95,11.84
Transactly,Vietnam,Da Nang,Saturday,8:00,VND,100.94,AUD,61.18,0.61,1.84
Cashwave,Mexico,Mexico City,Saturday,9:00,MXN,228.02,AED,56.3,0.56,1.69
NeoCommerce,USA,Chicago,Friday,8:00,USD,331.82,AED,81.93,0.82,2.46
EuroLink,Australia,Adelaide,Saturday,16:00,AUD,107.57,EUR,107.57,1.08,3.23
SmartFunds,Canada,Toronto,Saturday,14:00,CAD,215.08,AUD,130.35,1.3,3.91
TradeNova,India,Mumbai,Thursday,17:00,INR,62.68,USD,56.98,0.57,1.71
NovaPay,UK,Belfast,Monday,17:00,GBP,419.92,AUD,254.5,2.54,7.64
BuyNet,Singapore,Singapore,Friday,12:00,SGD,134.21,GBP,157.9,1.58,4.74
FlexiPay,Brazil,Salvador,Monday,23:00,BRL,61.28,AUD,37.14,0.37,1.11
MerchantX,France,Lyon,Wednesday,11:00,EUR,304.59,USD,276.9,2.77,8.31
AlphaPay,Switzerland,Lausanne,Friday,8:00,CHF,364.34,AED,89.96,0.9,2.7
GlobalMart,UAE,Abu Dhabi,Saturday,14:00,AED,446.09,AUD,270.36,2.7,8.11
PaySphere,Mexico,Guadalajara,Wednesday,6:00,MXN,113.67,USD,103.33,1.03,3.1
QuickServe,South Africa,Durban,Tuesday,6:00,ZAR,194.6,USD,176.91,1.77,5.31
FinEdge,UAE,Al Ain,Monday,11:00,AED,195.14,GBP,229.57,2.3,6.89
Transactly,Spain,Seville,Monday,23:00,EUR,239.01,AUD,144.85,1.45,4.35
Cashwave,France,Montpellier,Saturday,9:00,EUR,389.56,USD,354.15,3.54,10.62
NeoCommerce,South Africa,Pretoria,Wednesday,20:00,ZAR,471.35,GBP,554.53,5.55,16.64
EuroLink,South Africa,Durban,Wednesday,20:00,ZAR,74.51,GBP,87.66,0.88,2.63
SmartFunds,Switzerland,Lausanne,Friday,8:00,CHF,175.8,EUR,175.8,1.76,5.27
TradeNova,Italy,Milan,Tuesday,23:00,EUR,242.73,AED,59.93,0.6,1.8
NovaPay,France,Bordeaux,Saturday,18:00,EUR,260.83,GBP,306.86,3.07,9.21
BuyNet,Sweden,Gothenburg,Sunday,12:00,SEK,101.94,EUR,101.94,1.02,3.06
FlexiPay,Germany,Leipzig,Saturday,18:00,EUR,411.1,AED,101.51,1.02,3.05
MerchantX,Vietnam,Hanoi,Monday,7:00,VND,423.7,EUR,423.7,4.24,12.71
AlphaPay,Brazil,São Paulo,Tuesday,6:00,BRL,259.25,AED,64.01,0.64,1.92
GlobalMart,France,Paris,Monday,16:00,EUR,456.04,GBP,536.52,5.37,16.1
PaySphere,Norway,Stavanger,Monday,21:00,NOK,24.03,AED,5.93,0.06,0.18
QuickServe,USA,New York,Monday,7:00,USD,152.61,AED,37.68,0.38,1.13
FinEdge,Singapore,Singapore,Tuesday,16:00,SGD,173.71,AED,42.89,0.43,1.29
Transactly,Switzerland,Lausanne,Monday,7:00,CHF,340.63,GBP,400.74,4.01,12.02
Cashwave,USA,Houston,Tuesday,14:00,USD,298.47,AUD,180.89,1.81,5.43
NeoCommerce,Vietnam,Ho Chi Minh City,Monday,22:00,VND,218.2,GBP,256.71,2.57,7.7
EuroLink,Japan,Osaka,Monday,9:00,JPY,294.52,EUR,294.52,2.95,8.84
SmartFunds,Germany,Dortmund,Thursday,17:00,EUR,474.91,USD,431.74,4.32,12.95
TradeNova,Spain,Malaga,Thursday,21:00,EUR,183.51,GBP,215.89,2.16,6.48
NovaPay,China,Shenzhen,Monday,18:00,CNY,422.37,USD,383.97,3.84,11.52
BuyNet,Norway,Oslo,Sunday,7:00,NOK,298.75,USD,271.59,2.72,8.15
FlexiPay,Spain,Zaragoza,Monday,13:00,EUR,383.87,GBP,451.61,4.52,13.55
MerchantX,Brazil,Brasilia,Friday,15:00,BRL,260.21,GBP,306.13,3.06,9.18
AlphaPay,Denmark,Aarhus,Friday,6:00,DKK,212.83,AED,52.55,0.53,1.58
GlobalMart,India,Bangalore,Wednesday,12:00,INR,418.74,AUD,253.78,2.54,7.61
PaySphere,India,Hyderabad,Thursday,11:00,INR,3082.67,EUR,3082.67,30.83,92.48
QuickServe,Mexico,Tijuana,Tuesday,4:00,MXN,67.7,AUD,41.03,0.41,1.23
FinEdge,China,Guangzhou,Tuesday,8:00,CNY,1826.41,USD,1660.37,16.6,49.81
Transactly,Japan,Nagoya,Saturday,12:00,JPY,271.82,USD,247.11,2.47,7.41
Cashwave,Norway,Trondheim,Tuesday,11:00,NOK,3477.95,USD,3161.77,31.62,94.85
NeoCommerce,Sweden,Stockholm,Saturday,17:00,SEK,463.64,EUR,463.64,4.64,13.91
EuroLink,China,Beijing,Thursday,1:00,CNY,320.48,AED,79.13,0.79,2.37
SmartFunds,India,Bangalore,Saturday,8:00,INR,202.93,USD,184.48,1.84,5.53
TradeNova,Germany,Bremen,Saturday,22:00,EUR,359.31,AED,88.72,0.89,2.66
NovaPay,Canada,Montreal,Tuesday,0:00,CAD,214.58,USD,195.08,1.95,5.85
BuyNet,Singapore,Singapore,Tuesday,9:00,SGD,228.54,AED,56.43,0.56,1.69
FlexiPay,France,Toulouse,Wednesday,12:00,EUR,386.96,AED,95.55,0.96,2.87
MerchantX,India,Hyderabad,Friday,11:00,INR,32.39,AED,8,0.08,0.24
AlphaPay,Sweden,Stockholm,Sunday,10:00,SEK,44.39,AED,10.96,0.11,0.33
GlobalMart,Malaysia,Kuching,Sunday,11:00,MYR,93.42,AUD,56.62,0.57,1.7
PaySphere,Canada,Quebec City,Tuesday,22:00,CAD,278.39,AED,68.74,0.69,2.06
AlphaPay,Italy,Genoa,Saturday,19:00,EUR,120.29,USD,109.35,1.09,3.28
GlobalMart,Thailand,Pattaya,Friday,23:00,THB,152.87,USD,138.98,1.39,4.17
PaySphere,UK,Belfast,Sunday,12:00,GBP,3.17,AUD,1.92,0.02,0.06
QuickServe,Brazil,Fortaleza,Tuesday,13:00,BRL,57.07,EUR,57.07,0.57,1.71
FinEdge,China,Shenzhen,Thursday,20:00,CNY,223.73,AED,55.24,0.55,1.66
Transactly,Canada,Ottawa,Tuesday,10:00,CAD,46.63,USD,42.39,0.42,1.27
Cashwave,Malaysia,George Town,Monday,6:00,MYR,147.74,AUD,89.54,0.9,2.69
NeoCommerce,Netherlands,Groningen,Sunday,12:00,EUR,206.32,USD,187.56,1.88,5.63
EuroLink,UAE,Sharjah,Saturday,17:00,AED,238.79,GBP,280.93,2.81,8.43
SmartFunds,Switzerland,Basel,Saturday,7:00,CHF,409.22,USD,372.02,3.72,11.16
TradeNova,Mexico,Puebla,Thursday,14:00,MXN,466.97,GBP,549.38,5.49,16.48
NovaPay,Spain,Seville,Saturday,13:00,EUR,427.87,USD,388.97,3.89,11.67
BuyNet,Italy,Turin,Monday,13:00,EUR,157.47,AUD,95.43,0.95,2.86
FlexiPay,Germany,Dortmund,Wednesday,11:00,EUR,151.29,AED,37.35,0.37,1.12
MerchantX,Japan,Tokyo,Thursday,20:00,JPY,3686.78,USD,3351.62,33.52,100.55
AlphaPay,Denmark,Copenhagen,Friday,6:00,DKK,455.65,USD,414.23,4.14,12.43
GlobalMart,Italy,Bologna,Thursday,15:00,EUR,127.36,AED,31.45,0.31,0.94
PaySphere,UAE,Ajman,Monday,12:00,AED,137.42,AUD,83.28,0.83,2.5
QuickServe,Norway,Tromsø,Friday,20:00,NOK,227.75,GBP,267.95,2.68,8.04
FinEdge,Switzerland,Lausanne,Thursday,14:00,CHF,377.56,GBP,444.19,4.44,13.33
Transactly,Italy,Naples,Saturday,15:00,EUR,67.2,AUD,40.73,0.41,1.22
Cashwave,Mexico,Puebla,Tuesday,18:00,MXN,2249.7,AED,555.48,5.55,16.66
